id#cleani#cleanv#clouds_all#main_feels_like#main_grnd_level#main_humidity#main_pressure#main_sea_level#main_temp#main_temp_max#main_temp_min#normala#normalv#rain_1h#time#timestamp#visibility#wind_deg#wind_gust#wind_speed
5#0#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#0#0#0#00:39:17#1675643957#1407#332#7.16#2.59
13#2#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#2.5#0#0#00:49:54#1675644594#1407#332#7.16#2.59
20#4#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#5#0#0#00:51:38#1675644698#1407#332#7.16#2.59
26#6#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#7.5#0#0#00:53:06#1675644786#1407#332#7.16#2.59
32#7#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#8.75#0#0#00:54:36#1675644876#1407#332#7.16#2.59
6#0#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#0#0#0#00:39:02#1675643942#1407#332#7.16#2.59
8#0#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#0#0#0#00:48:37#1675644517#1407#332#7.16#2.59
14#3#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#3.75#0#0#00:50:09#1675644609#1407#332#7.16#2.59
15#2#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#2.5#0#0#00:50:24#1675644624#1407#332#7.16#2.59
22#4#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#5#0#0#00:52:08#1675644728#1407#332#7.16#2.59
27#5#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#6.25#0#0#00:53:22#1675644802#1407#332#7.16#2.59
28#5#0#97#-7.2#1009#97#1031#1031#-3.44#-2.84#-3.9#6.25#0#0#00:53:36#1675644816#1420#332#7.17#2.59
29#5#0#97#-7.2#1009#97#1031#1031#-3.44#-2.84#-3.9#6.25#0#0#00:53:52#1675644832#1420#332#7.17#2.59
34#6#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#7.5#0#0#00:55:05#1675644905#1407#332#7.16#2.59
38#8#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#10#0#0#00:56:01#1675644961#1407#332#7.16#2.59
39#8#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#10#0#0#00:56:14#1675644974#1407#332#7.16#2.59
40#8#0#97#-7.18#1009#97#1031#1031#-3.42#-2.83#-3.88#10#0#0#00:56:29#1675644989#1407#332#7.16#2.59
